md5_hash,copies_count,file_paths,inferred_raw_labels,candidate_5_class_labels,candidate_binary_labels,resolved_5_class,resolved_binary,conflict_status
1b932b9f3bf058fe8ec54b7344eb56d0,1,standardized_audio\laugh_1.m4a_47.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1bafd302125a827db68bb28378dd9aef,11,raw_data\BABY CRY\hungry\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\hungry\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav; raw_data\Baby Crying Sounds\tired\351c.wav; raw_data\Dataset\cry\351c.wav; raw_data\donateacry_corpus\hungry\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\351c.wav; raw_data_2\cry\hungry\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav; raw_data_2\cry\tired\351c.wav; raw_data_2\Dataset\cry\351c.wav; raw_data_2\hungry\hungry1 (295).wav,cry; hungry; tired; unknown,Unknown; Hungry; Tired,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
1bde2f1abd5907854151c8cc01a910a2,1,standardized_audio\2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1bdec4085edd2779b1130aa30f644349,1,cleaned_audio_unique\192f336a89ae2c32f607bc07f853ae45.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1bdfe2bfb9ce0ba95a259bb26fa6c8a3,1,cleaned_audio_unique\0d68765b70dad62617403e256346b30d.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1bf527a129e064b7cd6f569944155567,1,cleaned_audio_unique\79ef8e0ef8028b1698bf2f9abbade538.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1c2a9158d16d5eb17937efff0eeb84c9,5,raw_data\Baby Crying Sounds\noise\5-195557-A.ogg; raw_data\Dataset\not_cry\100n.ogg; raw_data_2\Baby Crying Sounds\noise\5-195557-A.ogg; raw_data_2\cry\noise\5-195557-A.ogg; raw_data_2\Dataset\not_cry\100n.ogg,noise; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1c730cad88e7c611b9cfc0859b83fd87,1,standardized_audio\7CF37029-1040-40B8-ACC9-7E6E5C03AF9B-1429808939-1.0-m-72-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1c76be92fa019f77afd55559d488e227,1,standardized_audio\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1c7a79cbc1bb696dc28cc3f5697aeb92,1,standardized_audio\045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1c8065050848991dd9b06377f2dc8b8f,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_7.wav; raw_data\Dataset\not_cry\116n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_7.wav; raw_data_2\cry\laugh\laugh_1.m4a_7.wav; raw_data_2\Dataset\not_cry\116n.wav,silence; unknown; laugh; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1c825da05742f0896fb9ac60accbafdd,1,standardized_audio\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1cbdc5749eaae97f210a6b014b57a98a,5,raw_data\Baby Crying Sounds\noise\3-123086-A.ogg; raw_data\Dataset\not_cry\53n.ogg; raw_data_2\Baby Crying Sounds\noise\3-123086-A.ogg; raw_data_2\cry\noise\3-123086-A.ogg; raw_data_2\Dataset\not_cry\53n.ogg,noise; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1cffe51f19960147f652c15a4686fd3d,1,standardized_audio\455c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1d16e5059b92740fe8dbe870c424cff4,1,standardized_audio\edb5924c-07ba-4eaa-838b-aaf9511a219b-1431894189631-1.7-m-48-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1d1fe7b12ffe0630ddd0b84fdd5bbc17,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_20.wav; raw_data\Dataset\not_cry\129n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_20.wav; raw_data_2\cry\laugh\laugh_1.m4a_20.wav; raw_data_2\Dataset\not_cry\129n.wav,silence; unknown; laugh; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1d26e92bf53deca76f66f9183a34d53f,1,standardized_audio\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1d455bfab1d82926c3a5690fd5a5172e,1,standardized_audio\D1CB71F9-EF76-49B3-A703-41D557444D21-1436863419-1.1-f-26-dc.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1d4a40cca51897409cbf842cbc811d49,1,cleaned_audio_unique\87efdf9834833134c2a52745bc00bbac.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1d5ea54f484516323917d51ab8a36081,12,raw_data\BABY CRY\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895780-1.0-m-26-hu.wav; raw_data\BABY CRY\tired\286c.wav; raw_data\Baby Crying Sounds\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895780-1.0-m-26-hu.wav; raw_data\Baby Crying Sounds\tired\286c.wav; raw_data\Dataset\cry\286c.wav; raw_data\donateacry_corpus\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895780-1.0-m-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895780-1.0-m-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\286c.wav; raw_data_2\cry\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895780-1.0-m-26-hu.wav; raw_data_2\cry\tired\286c.wav; raw_data_2\Dataset\cry\286c.wav; raw_data_2\hungry\hungry1 (87).wav,cry; hungry; tired; unknown,Unknown; Hungry; Tired,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
1d801b9ea81eba3b1a847e938f97a496,12,raw_data\BABY CRY\cold_hot\114c.wav; raw_data\BABY CRY\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav; raw_data\Baby Crying Sounds\cold_hot\114c.wav; raw_data\Baby Crying Sounds\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav; raw_data\Dataset\cry\114c.wav; raw_data\donateacry_corpus\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\114c.wav; raw_data_2\Baby Crying Sounds\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav; raw_data_2\cry\cold_hot\114c.wav; raw_data_2\cry\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav; raw_data_2\Dataset\cry\114c.wav; raw_data_2\hungry\hungry1 (208).wav,cry; cold_hot; hungry; unknown,Discomfort; Hungry; Unknown,Unknown; Not Hungry; Hungry,Hungry,Hungry,label_conflict
1d9d6cd931da7b7bceea6e6c5318ecf4,1,standardized_audio\335c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1da16c9bb8b94ee92cc44679f725a02b,1,standardized_audio\349c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1dc4b1c0502d422bcdba101f04c623dd,11,raw_data\BABY CRY\belly_pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav; raw_data\Baby Crying Sounds\belly pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav; raw_data\Baby Crying Sounds\discomfort\221c.wav; raw_data\Dataset\cry\221c.wav; raw_data\donateacry_corpus\belly_pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav; raw_data_2\Baby Crying Sounds\belly pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav; raw_data_2\Baby Crying Sounds\discomfort\221c.wav; raw_data_2\belly_pain\1belly_pain.wav; raw_data_2\cry\belly pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav; raw_data_2\cry\discomfort\221c.wav; raw_data_2\Dataset\cry\221c.wav,belly_pain; belly pain; unknown; discomfort; cry,Discomfort; Unknown; Belly Pain,Unknown; Not Hungry,Belly Pain,Not Hungry,label_conflict
1dc7ddb3c609514227483a87fa55bc55,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_61.wav; raw_data\Dataset\not_cry\170n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_61.wav; raw_data_2\cry\laugh\laugh_1.m4a_61.wav; raw_data_2\Dataset\not_cry\170n.wav,silence; unknown; laugh; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1dca181a641f2720360210284996a000,12,raw_data\BABY CRY\hungry\89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049852345-1.7-f-04-hu.wav; raw_data\BABY CRY\tired\281c.wav; raw_data\Baby Crying Sounds\hungry\89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049852345-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\tired\281c.wav; raw_data\Dataset\cry\281c.wav; raw_data\donateacry_corpus\hungry\89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049852345-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049852345-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\281c.wav; raw_data_2\cry\hungry\89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049852345-1.7-f-04-hu.wav; raw_data_2\cry\tired\281c.wav; raw_data_2\Dataset\cry\281c.wav; raw_data_2\hungry\hungry1 (236).wav,cry; hungry; tired; unknown,Unknown; Hungry; Tired,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
1dd2cd038948ca48f573b14715ec21e6,1,standardized_audio\generated1_d6cda191-4962-4308-9a36-46d5648a95ed-1431700367302-1.7-m-04-sc.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1dd9b7c86f4033d68f637a6be12221b5,1,cleaned_audio_unique\675dfe6c3b1aed6d073ec23d2f3446ad.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1e05d3d0fc7c81eb93d8075cc71228d7,2,raw_data\BABY CRY\discomfort\Minta Gendong AUD-20150509-WA0000.m4a; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\Minta Gendong AUD-20150509-WA0000.m4a,discomfort; Uncomfortable; unknown,Discomfort,Not Hungry,Discomfort,Not Hungry,no_conflict
1e0b06bcb77e3d6951820b466a902a08,1,standardized_audio\1-47819-A.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1e364a938af15d3a34414d12e5f09d8d,12,raw_data\BABY CRY\hungry\818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav; raw_data\BABY CRY\tired\274c.wav; raw_data\Baby Crying Sounds\hungry\818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav; raw_data\Baby Crying Sounds\tired\274c.wav; raw_data\Dataset\cry\274c.wav; raw_data\donateacry_corpus\hungry\818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\274c.wav; raw_data_2\cry\hungry\818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav; raw_data_2\cry\tired\274c.wav; raw_data_2\Dataset\cry\274c.wav; raw_data_2\hungry\hungry1 (191).wav,cry; hungry; tired; unknown,Unknown; Hungry; Tired,Not Hungry; Unknown; Hungry,Hungry,Hungry,label_conflict
1e568366d254dc4f78b22b48d096d1aa,5,raw_data\Baby Crying Sounds\silence\silence.wav_78.wav; raw_data\Dataset\not_cry\295n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_78.wav; raw_data_2\cry\silence\silence.wav_78.wav; raw_data_2\Dataset\not_cry\295n.wav,silence; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1e6e45a5cc3d845872356481cc375423,1,cleaned_audio_unique\866979f816840d51c0d7a4b5ef28ab95.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1e797b10c2865eba7b900547ee108e44,5,raw_data\Baby Crying Sounds\noise\5-156999-A.ogg; raw_data\Dataset\not_cry\93n.ogg; raw_data_2\Baby Crying Sounds\noise\5-156999-A.ogg; raw_data_2\cry\noise\5-156999-A.ogg; raw_data_2\Dataset\not_cry\93n.ogg,noise; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1e8734020c86a8f05112c15551258f69,1,cleaned_audio_unique\29920feea1cbdab854f1d3061cb7244c.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1ece13f50ea22af790cb79a284e873e4,1,standardized_audio\16c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1efacd7d77873e4747b00c0060547e94,1,standardized_audio\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736549614-1.7-f-26-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1f0582efcf852407842019c68f5e01c5,2,raw_data\BABY CRY\scared\sc-11 - Copy.wav; raw_data\BABY CRY\scared\sc-11.wav,scared; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1f0618603ced62916809c4b62f99cb35,1,cleaned_audio_unique\4ff9c563b63d1f7a4da82b9cadb3d3a9.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1f2be6b6d8a501b49f94391c0b98aec3,1,standardized_audio\456c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1f351af786b3bbce9f6c08d6761bf822,1,standardized_audio\33c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1f3f718baab7b1582874327e30137b12,1,standardized_audio\151c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1f448e3acdf6bd4d8f000dbc4ce8c38c,1,standardized_audio\4-204115-A.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1f4ea191e44a1180923dce749dbaf4ac,5,raw_data\Baby Crying Sounds\silence\silence.wav_91.wav; raw_data\Dataset\not_cry\308n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_91.wav; raw_data_2\cry\silence\silence.wav_91.wav; raw_data_2\Dataset\not_cry\308n.wav,silence; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1f7893dcdb292915fe657341a39982ac,12,raw_data\BABY CRY\burping\500c.wav; raw_data\BABY CRY\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav; raw_data\Baby Crying Sounds\burping\500c.wav; raw_data\Baby Crying Sounds\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav; raw_data\Dataset\cry\500c.wav; raw_data\donateacry_corpus\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav; raw_data_2\Baby Crying Sounds\burping\500c.wav; raw_data_2\Baby Crying Sounds\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav; raw_data_2\cry\burping\500c.wav; raw_data_2\cry\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav; raw_data_2\Dataset\cry\500c.wav; raw_data_2\discomfort\24discomfort.wav,cry; discomfort; unknown; burping,Unknown; Discomfort; Burping,Unknown; Not Hungry,Discomfort,Not Hungry,label_conflict
1f8ca5c3d20d4f912398ab3f6d03b08e,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_23.wav; raw_data\Dataset\not_cry\132n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_23.wav; raw_data_2\cry\laugh\laugh_1.m4a_23.wav; raw_data_2\Dataset\not_cry\132n.wav,silence; unknown; laugh; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
1fd99768d7dc39674d9762cb94990934,1,standardized_audio\357c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
1fe75810a02a3db309afc4aad58c2fdc,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_82.wav; raw_data\Dataset\not_cry\191n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_82.wav; raw_data_2\cry\laugh\laugh_1.m4a_82.wav; raw_data_2\Dataset\not_cry\191n.wav,silence; unknown; laugh; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
20003605cded83a94ab626502264fd1b,1,standardized_audio\317c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
20090789b6861b572937f00f686190c2,1,cleaned_audio_unique\40b6486115fa3c5802a4c5327ddb040d.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
203214bf81a53dc3359fef91259e1f0f,1,cleaned_audio_unique\32860e118e976543e702acd0ffb8fb4f.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
203537355b3c79116796448702fc77eb,1,standardized_audio\140c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
204fac3dcd306348501876f10c0ad411,1,standardized_audio\371c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
206bd4ca973f542127bf9637c1cf5b18,1,standardized_audio\silence.wav_55.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
2078108806e12e60d139a2c8a1aa1a94,1,cleaned_audio_unique\e375c34baccf006e778b03d0233283d6.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
209e231475d4883cabae1a9e03c59790,1,cleaned_audio_unique\683ec2193c5181f06a41626d9934ae26.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
20ae5162ef511998761fb0428a8f00c2,1,standardized_audio\3-62878-A.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
20b8262fd2026190fab27631589c5735,1,standardized_audio\771fa0cc-4535-471b-9cec-d26deff8d567-1429803644891-1.7-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
21042a8cea73ceb2bae13a59e00e0312,2,raw_data\BABY CRY\cold_hot\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav; raw_data_2\cry\cold_hot\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav,cold_hot; unknown,Discomfort,Not Hungry,Discomfort,Not Hungry,no_conflict
2104f4f785b2a3e98d1e3efad417d0bf,1,standardized_audio\2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056314272-1.7-f-26-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
210b6d07db0ccabe7b68a1d91ba6f1f5,1,cleaned_audio_unique\0fc261802c485d782ecc77641135a64a.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
212038c1c97e0c11e1332f8bc9fc0abd,1,standardized_audio\e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
2134db9c81a6c6692c96553c7fa5dad6,1,standardized_audio\laugh_1.m4a_38.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
2137131f65c5c6a712de98b9748266e5,5,raw_data\Baby Crying Sounds\noise\3-203375-A.ogg; raw_data\Dataset\not_cry\71n.ogg; raw_data_2\Baby Crying Sounds\noise\3-203375-A.ogg; raw_data_2\cry\noise\3-203375-A.ogg; raw_data_2\Dataset\not_cry\71n.ogg,noise; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
2141ee7ad6b15cb5c0baa42682934580,1,standardized_audio\50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007656-1.0-m-26-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
216d2d37390e2e41d44ecd6950282e6d,1,standardized_audio\143c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
217b53c2062b371dfebcfd0396c95fa2,1,standardized_audio\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
219a1d1e92718f6df0babba6bc23b69f,1,cleaned_audio_unique\ef149e560b3c51c270d44ab7b78a9ba7.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
21b133b46bcf7e28e700e03c7dfdce54,1,cleaned_audio_unique\e82b12d3a33a04aab9d9ced119759890.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
21b776adef51ad7e5e6b337b7f7b7365,1,standardized_audio\177c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
21d0fbf876d1f29ca7c29bf1132851b8,2,raw_data\BABY CRY\lonely\lo-1 - Copy.wav; raw_data\BABY CRY\lonely\lo-1.wav,lonely; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
21eb8a16d3eab86738fd5e0dd7421cd2,1,standardized_audio\laugh_1.m4a_78.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
220256fa21d76bfd6b41813db3a07a46,1,standardized_audio\laugh_1.m4a_20.wav,silence; standardized_audio,Exclude,Exclude,Exclude,Exclude,exclude_candidate
2213ab659b7a047f1c8a75cc4e151211,1,standardized_audio\37105492-58b1-432e-a1ce-ea154425abab-1430744728397-1.7-f-26-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
2219d9c92d70f686f9b061f8ca3f0e6c,1,cleaned_audio_unique\b403461843ceb569686068a04a9e499b.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
221f87afe3fbb3cf64e63b67ab8d8bf4,2,raw_data\BABY CRY\scared\sc-15 - Copy.wav; raw_data\BABY CRY\scared\sc-15.wav,scared; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
2224a1751cb7024703681e4237971d0b,5,raw_data\Baby Crying Sounds\silence\silence.wav_16.wav; raw_data\Dataset\not_cry\233n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_16.wav; raw_data_2\cry\silence\silence.wav_16.wav; raw_data_2\Dataset\not_cry\233n.wav,silence; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
222aaad1c84bc44ae7eea33fd6afc185,1,standardized_audio\e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392919844-1.7-f-26-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
2230482dbcc5a986a23e45ff211dde7a,11,raw_data\BABY CRY\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav; raw_data\Baby Crying Sounds\discomfort\187c.wav; raw_data\Baby Crying Sounds\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav; raw_data\Dataset\cry\187c.wav; raw_data\donateacry_corpus\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav; raw_data_2\Baby Crying Sounds\discomfort\187c.wav; raw_data_2\Baby Crying Sounds\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav; raw_data_2\cry\discomfort\187c.wav; raw_data_2\cry\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti.wav; raw_data_2\Dataset\cry\187c.wav; raw_data_2\tired\2tired.wav,cry; discomfort; tired; unknown,Discomfort; Unknown; Tired,Unknown; Not Hungry,Tired,Not Hungry,label_conflict
223f362cafbc6b6d303ed9e331795e5d,1,standardized_audio\537c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
22520c6b31b2413f86bbb8e2ffc654c7,1,raw_data\BABY CRY\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431616581736-1.7-m-04-ti.wav,tired; unknown,Tired,Not Hungry,Tired,Not Hungry,no_conflict
2271900ea73a3f307ce800f3dc2e0f59,1,standardized_audio\generated1_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
2274020a3fe88ca74e1b6eb3e9758bc8,1,standardized_audio\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430146536552-1.7-m-26-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
227548cfae8d108eb98abfa9a716acdb,5,raw_data\Baby Crying Sounds\noise\3-155130-A.ogg; raw_data\Dataset\not_cry\64n.ogg; raw_data_2\Baby Crying Sounds\noise\3-155130-A.ogg; raw_data_2\cry\noise\3-155130-A.ogg; raw_data_2\Dataset\not_cry\64n.ogg,noise; unknown; not_cry,Exclude,Exclude,Exclude,Exclude,exclude_candidate
227abc24e489b73b0e00bd44f4ca09d6,1,standardized_audio\395c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
228b2646bf0628f747cf0bc6a7925c66,1,standardized_audio\c7fef089-4a65-4b75-bfd4-bae0e3518adf-1430754388848-1.7-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
229a209ee8bbd0b47c3bc91ca3a6d50b,1,standardized_audio\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
22d76746e1f4a487ef79deaad20f582b,1,cleaned_audio_unique\b71163072d95a0db6c7338be3015bbe2.wav,cleaned_audio_unique; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
22e018b54e017fd4572454d3612263ff,1,standardized_audio\392c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
233ce089bda1d9788e2acec4466cf472,1,standardized_audio\84c.wav,standardized_audio; unknown,Unknown,Unknown,Unknown,Unknown,unknown_label
