md5_hash,copies_count,file_paths,folders,filename_code_labels,evidence_based_labels_list,strict_5class_qualified,strict_5class_label,majority_5class_qualified,majority_5class_label,majority_resolved_by_voting,strict_binary_qualified,strict_binary_label,majority_binary_qualified,majority_binary_label,group_status
2de70742672a1a817116265e45ae055d,5,raw_data\Baby Crying Sounds\noise\2-56926-A.ogg; raw_data\Dataset\not_cry\25n.ogg; raw_data_2\Baby Crying Sounds\noise\2-56926-A.ogg; raw_data_2\cry\noise\2-56926-A.ogg; raw_data_2\Dataset\not_cry\25n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
2e0257cc3fa2bacff0afcd4f74818bb8,2,raw_data\Dataset\cry\165c.ogg; raw_data_2\Dataset\cry\165c.ogg,cry,None,Unknown,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
2e0335f1b5061ab693e03594b2c09ca1,12,raw_data\BABY CRY\burping\519c.wav; raw_data\BABY CRY\hungry\e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\burping\519c.wav; raw_data\Baby Crying Sounds\hungry\e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav; raw_data\Dataset\cry\519c.wav; raw_data\donateacry_corpus\hungry\e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\burping\519c.wav; raw_data_2\Baby Crying Sounds\hungry\e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav; raw_data_2\cry\burping\519c.wav; raw_data_2\cry\hungry\e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav; raw_data_2\Dataset\cry\519c.wav; raw_data_2\hungry\hungry1 (330).wav,burping; hungry; cry,None; Hungry,Burping; Unknown; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
2e0b1d917e5941a99a64a87fb63b4c4d,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_22.wav; raw_data\Dataset\not_cry\131n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_22.wav; raw_data_2\cry\laugh\laugh_1.m4a_22.wav; raw_data_2\Dataset\not_cry\131n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
2e2c6d980f3c730b116af6507c7636c5,12,raw_data\BABY CRY\cold_hot\78c.wav; raw_data\BABY CRY\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav; raw_data\Baby Crying Sounds\cold_hot\78c.wav; raw_data\Baby Crying Sounds\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav; raw_data\Dataset\cry\78c.wav; raw_data\donateacry_corpus\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\78c.wav; raw_data_2\Baby Crying Sounds\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav; raw_data_2\cry\cold_hot\78c.wav; raw_data_2\cry\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav; raw_data_2\Dataset\cry\78c.wav; raw_data_2\hungry\hungry1 (228).wav,hungry; cold_hot; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
2e4b812b8fd1cbadef02b72386d72c35,6,raw_data\BABY CRY\belly_pain\415c.wav; raw_data\Baby Crying Sounds\belly pain\415c.wav; raw_data\Dataset\cry\415c.wav; raw_data_2\Baby Crying Sounds\belly pain\415c.wav; raw_data_2\cry\belly pain\415c.wav; raw_data_2\Dataset\cry\415c.wav,cry; belly pain; belly_pain,None,Unknown; Belly Pain,no,Excluded/Unknown,yes,Belly Pain,no,no,Excluded/Unknown,yes,Not Hungry,no_conflict
2e4d84f836d369a1cf0d2830c0f21380,11,raw_data\BABY CRY\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data\Baby Crying Sounds\burping\484c.wav; raw_data\Baby Crying Sounds\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data\Dataset\cry\484c.wav; raw_data\donateacry_corpus\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data_2\Baby Crying Sounds\burping\484c.wav; raw_data_2\Baby Crying Sounds\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data_2\cry\burping\484c.wav; raw_data_2\cry\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data_2\Dataset\cry\484c.wav; raw_data_2\hungry\hungry1 (285).wav,burping; hungry; cry,None; Hungry,Burping; Unknown; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
2ee892692c3c5a74f91d1a58dc4b9a04,6,raw_data\BABY CRY\belly_pain\405c.wav; raw_data\Baby Crying Sounds\belly pain\405c.wav; raw_data\Dataset\cry\405c.wav; raw_data_2\Baby Crying Sounds\belly pain\405c.wav; raw_data_2\cry\belly pain\405c.wav; raw_data_2\Dataset\cry\405c.wav,cry; belly pain; belly_pain,None,Unknown; Belly Pain,no,Excluded/Unknown,yes,Belly Pain,no,no,Excluded/Unknown,yes,Not Hungry,no_conflict
2f0e5b915c23dd8e8f9ed83231b7a007,5,raw_data\Baby Crying Sounds\noise\3-155234-A.ogg; raw_data\Dataset\not_cry\65n.ogg; raw_data_2\Baby Crying Sounds\noise\3-155234-A.ogg; raw_data_2\cry\noise\3-155234-A.ogg; raw_data_2\Dataset\not_cry\65n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
2f1a4fb1030fe8e062b0671b90bc381c,5,raw_data\Baby Crying Sounds\noise\5-243459-A.ogg; raw_data\Dataset\not_cry\106n.ogg; raw_data_2\Baby Crying Sounds\noise\5-243459-A.ogg; raw_data_2\cry\noise\5-243459-A.ogg; raw_data_2\Dataset\not_cry\106n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
2f382ef48da1875f389329395432ab8e,11,raw_data\BABY CRY\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data\Baby Crying Sounds\discomfort\188c.wav; raw_data\Baby Crying Sounds\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data\Dataset\cry\188c.wav; raw_data\donateacry_corpus\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\188c.wav; raw_data_2\Baby Crying Sounds\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data_2\cry\discomfort\188c.wav; raw_data_2\cry\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data_2\Dataset\cry\188c.wav; raw_data_2\hungry\hungry1 (40).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
2fa4936a838039f48d5d87a3c49e7b23,2,raw_data\BABY CRY\scared\generated2_d6cda191-4962-4308-9a36-46d5648a95ed-1431700367302-1.7-m-04-sc.wav; raw_data_2\cry\scared\generated2_d6cda191-4962-4308-9a36-46d5648a95ed-1431700367302-1.7-m-04-sc.wav,scared,None,Unknown,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
2fbb20fbb0c16782c9b1530479ce9064,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_67.wav; raw_data\Dataset\not_cry\176n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_67.wav; raw_data_2\cry\laugh\laugh_1.m4a_67.wav; raw_data_2\Dataset\not_cry\176n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
2fe8af1fce6fe24a88a466db38308775,2,raw_data\Dataset\cry\169c.ogg; raw_data_2\Dataset\cry\169c.ogg,cry,None,Unknown,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
30177b4af9c3819f9b44b6b63a044647,5,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_3.wav; raw_data\Dataset\not_cry\200n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_3.wav; raw_data_2\cry\laugh\laugh_2.m4a_3.wav; raw_data_2\Dataset\not_cry\200n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
301eac904e5fac77e8d3b1675700e3c3,2,raw_data\BABY CRY\cold_hot\999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav; raw_data_2\cry\cold_hot\999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,cold_hot,Discomfort,Discomfort,yes,Discomfort,yes,Discomfort,no,yes,Not Hungry,yes,Not Hungry,no_conflict
3025fc4c073d4656f6d665cc9430e591,2,raw_data\BABY CRY\lonely\076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288921225-1.7-f-72-lo.wav; raw_data_2\cry\lonely\076e33bf-c599-4eee-a6e3-dbc1986ee493-1437288921225-1.7-f-72-lo.wav,lonely,Lonely,Lonely,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
30463da3a2671f6cd97dcb0b60fac575,12,raw_data\BABY CRY\cold_hot\115c.wav; raw_data\BABY CRY\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data\Baby Crying Sounds\cold_hot\115c.wav; raw_data\Baby Crying Sounds\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data\Dataset\cry\115c.wav; raw_data\donateacry_corpus\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\115c.wav; raw_data_2\Baby Crying Sounds\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data_2\cry\cold_hot\115c.wav; raw_data_2\cry\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data_2\Dataset\cry\115c.wav; raw_data_2\hungry\hungry1 (209).wav,hungry; cold_hot; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
307e819790bb3af3848bfcda57f1b397,11,raw_data\BABY CRY\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data\Baby Crying Sounds\discomfort\228c.wav; raw_data\Baby Crying Sounds\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data\Dataset\cry\228c.wav; raw_data\donateacry_corpus\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\228c.wav; raw_data_2\Baby Crying Sounds\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data_2\cry\discomfort\228c.wav; raw_data_2\cry\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data_2\Dataset\cry\228c.wav; raw_data_2\hungry\hungry1 (178).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
30f3b7bae442e0520d03f52d00430263,11,raw_data\BABY CRY\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data\Baby Crying Sounds\discomfort\190c.wav; raw_data\Baby Crying Sounds\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data\Dataset\cry\190c.wav; raw_data\donateacry_corpus\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\190c.wav; raw_data_2\Baby Crying Sounds\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data_2\cry\discomfort\190c.wav; raw_data_2\cry\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data_2\Dataset\cry\190c.wav; raw_data_2\hungry\hungry1 (42).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
3153639e8de9bfb9889b680cc3cb535e,12,raw_data\BABY CRY\belly_pain\455c.wav; raw_data\BABY CRY\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data\Baby Crying Sounds\belly pain\455c.wav; raw_data\Baby Crying Sounds\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data\Dataset\cry\455c.wav; raw_data\donateacry_corpus\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\455c.wav; raw_data_2\Baby Crying Sounds\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data_2\cry\belly pain\455c.wav; raw_data_2\cry\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data_2\Dataset\cry\455c.wav; raw_data_2\hungry\hungry1 (255).wav,cry; hungry; belly pain; belly_pain,None; Hungry,Unknown; Belly Pain; Hungry,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
3159bbf79a3795213c3bdc5586c5e2dd,5,raw_data\Baby Crying Sounds\noise\3-203373-A.ogg; raw_data\Dataset\not_cry\69n.ogg; raw_data_2\Baby Crying Sounds\noise\3-203373-A.ogg; raw_data_2\cry\noise\3-203373-A.ogg; raw_data_2\Dataset\not_cry\69n.ogg,noise; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
3167e0a3071802653123bd4fa434c6b7,11,raw_data\BABY CRY\belly_pain\444c.wav; raw_data\Baby Crying Sounds\belly pain\444c.wav; raw_data\Baby Crying Sounds\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav; raw_data\Dataset\cry\444c.wav; raw_data\donateacry_corpus\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav; raw_data_2\Baby Crying Sounds\belly pain\444c.wav; raw_data_2\Baby Crying Sounds\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav; raw_data_2\cry\belly pain\444c.wav; raw_data_2\cry\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav; raw_data_2\Dataset\cry\444c.wav; raw_data_2\discomfort\20discomfort.wav,cry; discomfort; belly pain; belly_pain,None; Discomfort,Unknown; Belly Pain; Discomfort,no,Excluded/Unknown,yes,Discomfort,yes,no,Excluded/Unknown,yes,Not Hungry,resolved_by_filename_priority
3174dd2e0a3200fac616204e8ade05da,2,raw_data\BABY CRY\discomfort\uncom_yasin_minta_gendong_13.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_yasin_minta_gendong_13.wav,discomfort; Uncomfortable,None,Discomfort,yes,Discomfort,yes,Discomfort,no,yes,Not Hungry,yes,Not Hungry,no_conflict
319ae886f9dc09438d883f854f665ea1,12,raw_data\BABY CRY\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data\BABY CRY\tired\280c.wav; raw_data\Baby Crying Sounds\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\tired\280c.wav; raw_data\Dataset\cry\280c.wav; raw_data\donateacry_corpus\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\280c.wav; raw_data_2\cry\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data_2\cry\tired\280c.wav; raw_data_2\Dataset\cry\280c.wav; raw_data_2\hungry\hungry1 (146).wav,hungry; tired; cry,None; Hungry,Unknown; Hungry; Tired,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
31c15dc54b92be1a4e567fea678b9b4b,11,raw_data\BABY CRY\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data\Baby Crying Sounds\belly pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data\Baby Crying Sounds\tired\352c.wav; raw_data\Dataset\cry\352c.wav; raw_data\donateacry_corpus\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data_2\Baby Crying Sounds\belly pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data_2\Baby Crying Sounds\tired\352c.wav; raw_data_2\belly_pain\13belly_pain.wav; raw_data_2\cry\belly pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data_2\cry\tired\352c.wav; raw_data_2\Dataset\cry\352c.wav,cry; tired; belly pain; belly_pain,Belly Pain; None,Unknown; Belly Pain; Tired,no,Excluded/Unknown,yes,Belly Pain,yes,no,Excluded/Unknown,yes,Not Hungry,resolved_by_filename_priority
31daa951c567e4ff25de1296a31221bb,5,raw_data\Baby Crying Sounds\silence\silence.wav_41.wav; raw_data\Dataset\not_cry\258n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_41.wav; raw_data_2\cry\silence\silence.wav_41.wav; raw_data_2\Dataset\not_cry\258n.wav,silence; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
31ef19fecd826c90422181f1429feec6,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_48.wav; raw_data\Dataset\not_cry\157n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_48.wav; raw_data_2\cry\laugh\laugh_1.m4a_48.wav; raw_data_2\Dataset\not_cry\157n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
32587ac1e094ce7e428795328544f0fb,5,raw_data\Baby Crying Sounds\silence\silence.wav_88.wav; raw_data\Dataset\not_cry\305n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_88.wav; raw_data_2\cry\silence\silence.wav_88.wav; raw_data_2\Dataset\not_cry\305n.wav,silence; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
32607b113f9945fdd347129febcee444,1,raw_data\BABY CRY\scared\sc-5.wav,scared,None,Unknown,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,unknown
32860e118e976543e702acd0ffb8fb4f,11,raw_data\BABY CRY\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data\Baby Crying Sounds\discomfort\243c.wav; raw_data\Baby Crying Sounds\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data\Dataset\cry\243c.wav; raw_data\donateacry_corpus\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\243c.wav; raw_data_2\Baby Crying Sounds\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data_2\cry\discomfort\243c.wav; raw_data_2\cry\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data_2\Dataset\cry\243c.wav; raw_data_2\hungry\hungry1 (47).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
32dc15367bba1a24863e5a6d66f52ae2,5,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_62.wav; raw_data\Dataset\not_cry\171n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_62.wav; raw_data_2\cry\laugh\laugh_1.m4a_62.wav; raw_data_2\Dataset\not_cry\171n.wav,laugh; not_cry,None,Exclude,no,Excluded/Unknown,no,Excluded/Unknown,no,no,Excluded/Unknown,no,Excluded/Unknown,exclude
3331d0609d2f779c58ef13a346450ea0,12,raw_data\BABY CRY\cold_hot\113c.wav; raw_data\BABY CRY\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\cold_hot\113c.wav; raw_data\Baby Crying Sounds\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data\Dataset\cry\113c.wav; raw_data\donateacry_corpus\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\113c.wav; raw_data_2\Baby Crying Sounds\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data_2\cry\cold_hot\113c.wav; raw_data_2\cry\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data_2\Dataset\cry\113c.wav; raw_data_2\hungry\hungry1 (231).wav,hungry; cold_hot; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
33327f4ad922c2fb58acf8dc2e53508c,11,raw_data\BABY CRY\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data\Baby Crying Sounds\discomfort\175c.wav; raw_data\Baby Crying Sounds\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data\Dataset\cry\175c.wav; raw_data\donateacry_corpus\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\175c.wav; raw_data_2\Baby Crying Sounds\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data_2\cry\discomfort\175c.wav; raw_data_2\cry\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data_2\Dataset\cry\175c.wav; raw_data_2\hungry\hungry1 (133).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
33bed7b412ea26441aaf2fcb2669b146,11,raw_data\BABY CRY\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data\Baby Crying Sounds\tired\355c.wav; raw_data\Baby Crying Sounds\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data\Dataset\cry\355c.wav; raw_data\donateacry_corpus\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data_2\Baby Crying Sounds\tired\355c.wav; raw_data_2\Baby Crying Sounds\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data_2\cry\tired\355c.wav; raw_data_2\cry\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data_2\Dataset\cry\355c.wav; raw_data_2\tired\16tired.wav,tired; cry,None; Tired,Unknown; Tired,no,Excluded/Unknown,yes,Tired,no,no,Excluded/Unknown,yes,Not Hungry,no_conflict
33efe986457079e3e3d5a36a83edb976,11,raw_data\BABY CRY\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data\Baby Crying Sounds\discomfort\231c.wav; raw_data\Baby Crying Sounds\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data\Dataset\cry\231c.wav; raw_data\donateacry_corpus\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\231c.wav; raw_data_2\Baby Crying Sounds\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data_2\cry\discomfort\231c.wav; raw_data_2\cry\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data_2\Dataset\cry\231c.wav; raw_data_2\hungry\hungry1 (181).wav,discomfort; hungry; cry,None; Hungry,Unknown; Hungry; Discomfort,no,Excluded/Unknown,yes,Hungry,yes,no,Excluded/Unknown,yes,Hungry,resolved_by_filename_priority
