md5_hash,reason,original_paths
31daa951c567e4ff25de1296a31221bb,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_41.wav; raw_data\Dataset\not_cry\258n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_41.wav; raw_data_2\cry\silence\silence.wav_41.wav; raw_data_2\Dataset\not_cry\258n.wav
31ef19fecd826c90422181f1429feec6,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_48.wav; raw_data\Dataset\not_cry\157n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_48.wav; raw_data_2\cry\laugh\laugh_1.m4a_48.wav; raw_data_2\Dataset\not_cry\157n.wav
32587ac1e094ce7e428795328544f0fb,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_88.wav; raw_data\Dataset\not_cry\305n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_88.wav; raw_data_2\cry\silence\silence.wav_88.wav; raw_data_2\Dataset\not_cry\305n.wav
32607b113f9945fdd347129febcee444,unknown_lonely,raw_data\BABY CRY\scared\sc-5.wav
32dc15367bba1a24863e5a6d66f52ae2,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_62.wav; raw_data\Dataset\not_cry\171n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_62.wav; raw_data_2\cry\laugh\laugh_1.m4a_62.wav; raw_data_2\Dataset\not_cry\171n.wav
35c2651d3f30eada4672385135e0793e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_1.wav; raw_data\Dataset\not_cry\218n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_1.wav; raw_data_2\cry\silence\silence.wav_1.wav; raw_data_2\Dataset\not_cry\218n.wav
364fc12d8649e86c23e1f8915e004960,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_54.wav; raw_data\Dataset\not_cry\163n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_54.wav; raw_data_2\cry\laugh\laugh_1.m4a_54.wav; raw_data_2\Dataset\not_cry\163n.wav
367a465ffac60f2b9eaff666d5fa793e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_74.wav; raw_data\Dataset\not_cry\183n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_74.wav; raw_data_2\cry\laugh\laugh_1.m4a_74.wav; raw_data_2\Dataset\not_cry\183n.wav
377fd1e01134534d8f976768dfb87e2c,unknown_lonely,raw_data\Dataset\cry\96c.ogg; raw_data_2\Dataset\cry\96c.ogg
378f8bfde2bbf68cb67a8ca43badbb08,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-51376-A.ogg; raw_data\Dataset\not_cry\45n.ogg; raw_data_2\Baby Crying Sounds\noise\3-51376-A.ogg; raw_data_2\cry\noise\3-51376-A.ogg; raw_data_2\Dataset\not_cry\45n.ogg
37a15b312e345052218fb2d85664f78e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-145577-A.ogg; raw_data\Dataset\not_cry\58n.ogg; raw_data_2\Baby Crying Sounds\noise\3-145577-A.ogg; raw_data_2\cry\noise\3-145577-A.ogg; raw_data_2\Dataset\not_cry\58n.ogg
39084d34f35d0d07fda0657cd1b6acd1,unknown_lonely,raw_data\BABY CRY\lonely\lo-14 - Copy.wav; raw_data\BABY CRY\lonely\lo-14.wav
39a6511c0755ad3468ce4b62b07f6693,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-57191-A.ogg; raw_data\Dataset\not_cry\26n.ogg; raw_data_2\Baby Crying Sounds\noise\2-57191-A.ogg; raw_data_2\cry\noise\2-57191-A.ogg; raw_data_2\Dataset\not_cry\26n.ogg
39e71848d4f159f15c5249eff3ba9c5a,unknown_lonely,raw_data\BABY CRY\scared\d6cda191-4962-4308-9a36-46d5648a95ed-1431700349754-1.7-m-04-sc.wav; raw_data_2\cry\scared\d6cda191-4962-4308-9a36-46d5648a95ed-1431700349754-1.7-m-04-sc.wav
3bca96d6a57acb3ec6560522234b87e6,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-54747-A.ogg; raw_data\Dataset\not_cry\15n.ogg; raw_data_2\Baby Crying Sounds\noise\1-54747-A.ogg; raw_data_2\cry\noise\1-54747-A.ogg; raw_data_2\Dataset\not_cry\15n.ogg
3c5da4e5314795dfe7476c2459d8fed7,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-243726-A.ogg; raw_data\Dataset\not_cry\76n.ogg; raw_data_2\Baby Crying Sounds\noise\3-243726-A.ogg; raw_data_2\cry\noise\3-243726-A.ogg; raw_data_2\Dataset\not_cry\76n.ogg
3c7c160928025e90e80914fde1c44d69,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_43.wav; raw_data\Dataset\not_cry\260n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_43.wav; raw_data_2\cry\silence\silence.wav_43.wav; raw_data_2\Dataset\not_cry\260n.wav
3dc42b72c375ed216fedfec6044e8afb,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_0.wav; raw_data\Dataset\not_cry\197n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_0.wav; raw_data_2\cry\laugh\laugh_2.m4a_0.wav; raw_data_2\Dataset\not_cry\197n.wav
3e3f8891eecc6d6b4ccbe54040a11279,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_70.wav; raw_data\Dataset\not_cry\179n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_70.wav; raw_data_2\cry\laugh\laugh_1.m4a_70.wav; raw_data_2\Dataset\not_cry\179n.wav
3ee0f876a2f8cb7fe054fda13c42bd1c,unknown_lonely,raw_data\Dataset\cry\134c.ogg; raw_data_2\Dataset\cry\134c.ogg
3f94cba472ace7f568f23f74516cfc2d,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_22.wav; raw_data\Dataset\not_cry\239n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_22.wav; raw_data_2\cry\silence\silence.wav_22.wav; raw_data_2\Dataset\not_cry\239n.wav
4047c34e9d600723539210e25aeec347,unknown_lonely,raw_data\BABY CRY\lonely\lo-18 - Copy.wav; raw_data\BABY CRY\lonely\lo-18.wav
423740a527e23f649f64560e99e1e4ca,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_39.wav; raw_data\Dataset\not_cry\256n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_39.wav; raw_data_2\cry\silence\silence.wav_39.wav; raw_data_2\Dataset\not_cry\256n.wav
42d604632aea912ea7749c614e3e287f,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-69131-B.ogg; raw_data\Dataset\not_cry\30n.ogg; raw_data_2\Baby Crying Sounds\noise\2-69131-B.ogg; raw_data_2\cry\noise\2-69131-B.ogg; raw_data_2\Dataset\not_cry\30n.ogg
4315e40a06eaf7350fa7b21737e18d4b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-40154-A.ogg; raw_data\Dataset\not_cry\10n.ogg; raw_data_2\Baby Crying Sounds\noise\1-40154-A.ogg; raw_data_2\cry\noise\1-40154-A.ogg; raw_data_2\Dataset\not_cry\10n.ogg
434a61dd4d62f96131a0d56017508d30,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_79.wav; raw_data\Dataset\not_cry\188n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_79.wav; raw_data_2\cry\laugh\laugh_1.m4a_79.wav; raw_data_2\Dataset\not_cry\188n.wav
43e5d0bfd3e8b92a7bbc96591640da42,unknown_lonely,raw_data\Dataset\cry\28c.ogg; raw_data_2\Dataset\cry\28c.ogg
443c19ba74b0b0cf48a01239d576a9dc,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_93.wav; raw_data\Dataset\not_cry\310n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_93.wav; raw_data_2\cry\silence\silence.wav_93.wav; raw_data_2\Dataset\not_cry\310n.wav
44871363dddf1a4a88637950eef634ac,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-59566-A.ogg; raw_data\Dataset\not_cry\28n.ogg; raw_data_2\Baby Crying Sounds\noise\2-59566-A.ogg; raw_data_2\cry\noise\2-59566-A.ogg; raw_data_2\Dataset\not_cry\28n.ogg
44baf8e0de68729a172225b0320302ce,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_95.wav; raw_data\Dataset\not_cry\312n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_95.wav; raw_data_2\cry\silence\silence.wav_95.wav; raw_data_2\Dataset\not_cry\312n.wav
44cef286589a9e9a040b5873cbe4a2d6,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_17.wav; raw_data\Dataset\not_cry\126n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_17.wav; raw_data_2\cry\laugh\laugh_1.m4a_17.wav; raw_data_2\Dataset\not_cry\126n.wav
45a6153504ada35d0407d957693d129b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_8.wav; raw_data\Dataset\not_cry\225n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_8.wav; raw_data_2\cry\silence\silence.wav_8.wav; raw_data_2\Dataset\not_cry\225n.wav
45b84fb7d1e78589f186476dcfc579ca,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_9.wav; raw_data\Dataset\not_cry\206n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_9.wav; raw_data_2\cry\laugh\laugh_2.m4a_9.wav; raw_data_2\Dataset\not_cry\206n.wav
45eadedffa4f6b94981acaa665b3b8e9,unknown_lonely,raw_data\BABY CRY\scared\sc-12.wav
462685e50ba816fa7584525dc824975b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_29.wav; raw_data\Dataset\not_cry\246n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_29.wav; raw_data_2\cry\silence\silence.wav_29.wav; raw_data_2\Dataset\not_cry\246n.wav
46cefe2f3e2e1135d2ef23055ca0374f,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\4-180337-A.ogg; raw_data\Dataset\not_cry\81n.ogg; raw_data_2\Baby Crying Sounds\noise\4-180337-A.ogg; raw_data_2\cry\noise\4-180337-A.ogg; raw_data_2\Dataset\not_cry\81n.ogg
476296e194b33b644652223786b690bb,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_6.wav; raw_data\Dataset\not_cry\115n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_6.wav; raw_data_2\cry\laugh\laugh_1.m4a_6.wav; raw_data_2\Dataset\not_cry\115n.wav
483feebcaf45d41d6718599bece27687,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-13571-A.ogg; raw_data\Dataset\not_cry\1n.ogg; raw_data_2\Baby Crying Sounds\noise\1-13571-A.ogg; raw_data_2\cry\noise\1-13571-A.ogg; raw_data_2\Dataset\not_cry\1n.ogg
486abb8e5c59ea38656cc37ded9c07a8,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_27.wav; raw_data\Dataset\not_cry\244n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_27.wav; raw_data_2\cry\silence\silence.wav_27.wav; raw_data_2\Dataset\not_cry\244n.wav
4872c9729a0b238480f13e979b487ef9,unknown_lonely,raw_data\BABY CRY\scared\sc-17.mp3; raw_data_2\cry\scared\sc-17.mp3
4967060b3f75f59b36631faec72cd53b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_84.wav; raw_data\Dataset\not_cry\301n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_84.wav; raw_data_2\cry\silence\silence.wav_84.wav; raw_data_2\Dataset\not_cry\301n.wav
496bb6f6dc615ee66ce26a97fdcdea5e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_89.wav; raw_data\Dataset\not_cry\306n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_89.wav; raw_data_2\cry\silence\silence.wav_89.wav; raw_data_2\Dataset\not_cry\306n.wav
49b039795108196f8faeec69cd9db085,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_14.wav; raw_data\Dataset\not_cry\123n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_14.wav; raw_data_2\cry\laugh\laugh_1.m4a_14.wav; raw_data_2\Dataset\not_cry\123n.wav
49f86b10a3308d240d5e6fb7e21ba507,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_98.wav; raw_data\Dataset\not_cry\315n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_98.wav; raw_data_2\cry\silence\silence.wav_98.wav; raw_data_2\Dataset\not_cry\315n.wav
4a5c0f242436606cc9ea5934b6f59850,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_12.wav; raw_data\Dataset\not_cry\229n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_12.wav; raw_data_2\cry\silence\silence.wav_12.wav; raw_data_2\Dataset\not_cry\229n.wav
4a7abd1d0deb6b2a1d9cc36782656736,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_24.wav; raw_data\Dataset\not_cry\241n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_24.wav; raw_data_2\cry\silence\silence.wav_24.wav; raw_data_2\Dataset\not_cry\241n.wav
4c81fa6a9f63cf0a8a2a921c1fd89144,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-203377-A.ogg; raw_data\Dataset\not_cry\72n.ogg; raw_data_2\Baby Crying Sounds\noise\3-203377-A.ogg; raw_data_2\cry\noise\3-203377-A.ogg; raw_data_2\Dataset\not_cry\72n.ogg
4cbf8fd8c49121cbb4147e60dc211843,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_2.m4a_7.wav; raw_data\Dataset\not_cry\204n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_2.m4a_7.wav; raw_data_2\cry\laugh\laugh_2.m4a_7.wav; raw_data_2\Dataset\not_cry\204n.wav
4e3eaa3e1b7dff24ca33e5d8637941c8,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_50.wav; raw_data\Dataset\not_cry\159n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_50.wav; raw_data_2\cry\laugh\laugh_1.m4a_50.wav; raw_data_2\Dataset\not_cry\159n.wav
501bc92ce9e981c4385d1352869cd3b9,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\4-204119-A.ogg; raw_data\Dataset\not_cry\87n.ogg; raw_data_2\Baby Crying Sounds\noise\4-204119-A.ogg; raw_data_2\cry\noise\4-204119-A.ogg; raw_data_2\Dataset\not_cry\87n.ogg
504d7635e5f96b5cc7df9bc59db712d7,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_14.wav; raw_data\Dataset\not_cry\231n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_14.wav; raw_data_2\cry\silence\silence.wav_14.wav; raw_data_2\Dataset\not_cry\231n.wav
514733eed7445b960213ba95106ab486,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-153057-A.ogg; raw_data\Dataset\not_cry\63n.ogg; raw_data_2\Baby Crying Sounds\noise\3-153057-A.ogg; raw_data_2\cry\noise\3-153057-A.ogg; raw_data_2\Dataset\not_cry\63n.ogg
518bc44c3dc067fbb70b3e8b05fe4b8d,unknown_lonely,raw_data\BABY CRY\scared\generated2_f4c4b757-8b39-4322-aea0-89f3e7003756-1430229472185-1.7-f-04-sc.wav; raw_data_2\cry\scared\generated2_f4c4b757-8b39-4322-aea0-89f3e7003756-1430229472185-1.7-f-04-sc.wav
519752dd7a2d441cb0ccd9e4f6c9c228,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_30.wav; raw_data\Dataset\not_cry\139n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_30.wav; raw_data_2\cry\laugh\laugh_1.m4a_30.wav; raw_data_2\Dataset\not_cry\139n.wav
528c3ddd23fc1b7aff51d4a1eb725ef9,Error reading/converting: ,raw_data\BABY CRY\tired\Bangun Tidur AUD-20150509-WA0002.m4a; raw_data_2\Infants Cry Sound\Dataset\Tired\Bangun Tidur AUD-20150509-WA0002.m4a
52ac503fe27b6c37662e840e9c656a3a,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_96.wav; raw_data\Dataset\not_cry\313n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_96.wav; raw_data_2\cry\silence\silence.wav_96.wav; raw_data_2\Dataset\not_cry\313n.wav
53a6dccace7998540e6b3cd4860f2100,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\4-204121-A.ogg; raw_data\Dataset\not_cry\88n.ogg; raw_data_2\Baby Crying Sounds\noise\4-204121-A.ogg; raw_data_2\cry\noise\4-204121-A.ogg; raw_data_2\Dataset\not_cry\88n.ogg
53e1b8ffa94d2509ffd00162090db1dd,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-48298-A.ogg; raw_data\Dataset\not_cry\14n.ogg; raw_data_2\Baby Crying Sounds\noise\1-48298-A.ogg; raw_data_2\cry\noise\1-48298-A.ogg; raw_data_2\Dataset\not_cry\14n.ogg
567af4bb051d51499c049fc5026863fe,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_58.wav; raw_data\Dataset\not_cry\167n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_58.wav; raw_data_2\cry\laugh\laugh_1.m4a_58.wav; raw_data_2\Dataset\not_cry\167n.wav
56c7f7c46b94fa3b83dea3736e74a763,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-100032-A.ogg; raw_data\Dataset\not_cry\23n.ogg; raw_data_2\Baby Crying Sounds\noise\1-100032-A.ogg; raw_data_2\cry\noise\1-100032-A.ogg; raw_data_2\Dataset\not_cry\23n.ogg
580dbe0de84bed4f3a661f634c0dcf36,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_75.wav; raw_data\Dataset\not_cry\292n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_75.wav; raw_data_2\cry\silence\silence.wav_75.wav; raw_data_2\Dataset\not_cry\292n.wav
581d61b33dce87b60eefa52ca3da93c9,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_51.wav; raw_data\Dataset\not_cry\160n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_51.wav; raw_data_2\cry\laugh\laugh_1.m4a_51.wav; raw_data_2\Dataset\not_cry\160n.wav
592a17d5958247a41d9c160777f0e2ef,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_92.wav; raw_data\Dataset\not_cry\309n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_92.wav; raw_data_2\cry\silence\silence.wav_92.wav; raw_data_2\Dataset\not_cry\309n.wav
5b080426d40942458d31c4fa63ce79b5,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_28.wav; raw_data\Dataset\not_cry\245n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_28.wav; raw_data_2\cry\silence\silence.wav_28.wav; raw_data_2\Dataset\not_cry\245n.wav
5b9628136a23f09ddc90dd2622c844df,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\4-204123-A.ogg; raw_data\Dataset\not_cry\89n.ogg; raw_data_2\Baby Crying Sounds\noise\4-204123-A.ogg; raw_data_2\cry\noise\4-204123-A.ogg; raw_data_2\Dataset\not_cry\89n.ogg
5c078ff9c47fe6e638d167e8de708d34,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-51909-B.ogg; raw_data\Dataset\not_cry\49n.ogg; raw_data_2\Baby Crying Sounds\noise\3-51909-B.ogg; raw_data_2\cry\noise\3-51909-B.ogg; raw_data_2\Dataset\not_cry\49n.ogg
5c8e203218d49bd7853c46bc142add98,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_0.wav; raw_data\Dataset\not_cry\109n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_0.wav; raw_data_2\cry\laugh\laugh_1.m4a_0.wav; raw_data_2\Dataset\not_cry\109n.wav
5caed5b4c9497cf7a7f84166e75af112,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-116400-A.ogg; raw_data\Dataset\not_cry\39n.ogg; raw_data_2\Baby Crying Sounds\noise\2-116400-A.ogg; raw_data_2\cry\noise\2-116400-A.ogg; raw_data_2\Dataset\not_cry\39n.ogg
5cb5f1572c79dc37ecb9b7571598e23d,unknown_lonely,raw_data\BABY CRY\lonely\be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav; raw_data_2\cry\lonely\be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320938449-1.7-f-26-lo.wav
5cbfa983c343a08b9bd94f557853c736,unknown_lonely,raw_data\BABY CRY\scared\generated1_5f651112-d2a3-4911-b3a5-f37bfc092494-1430734603484-1.7-m-72-sc.wav; raw_data_2\cry\scared\generated1_5f651112-d2a3-4911-b3a5-f37bfc092494-1430734603484-1.7-m-72-sc.wav
5d03d7ab9e07f6507e8710fb2b5de421,unknown_lonely,raw_data\BABY CRY\lonely\lo-13.wav
5e0176b21062eadd5b905263171440f4,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_86.wav; raw_data\Dataset\not_cry\303n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_86.wav; raw_data_2\cry\silence\silence.wav_86.wav; raw_data_2\Dataset\not_cry\303n.wav
5eae2dc9feec716f3d42e5675e378705,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_47.wav; raw_data\Dataset\not_cry\264n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_47.wav; raw_data_2\cry\silence\silence.wav_47.wav; raw_data_2\Dataset\not_cry\264n.wav
5ec6b6b0dc731186dc601bf6b2d32969,unknown_lonely,raw_data\Dataset\cry\163c.ogg; raw_data_2\Dataset\cry\163c.ogg
5fdc126434778267cac432e598d19325,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-82274-B.ogg; raw_data\Dataset\not_cry\37n.ogg; raw_data_2\Baby Crying Sounds\noise\2-82274-B.ogg; raw_data_2\cry\noise\2-82274-B.ogg; raw_data_2\Dataset\not_cry\37n.ogg
606c67fcdabf9f46b924910b806ec2fe,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_71.wav; raw_data\Dataset\not_cry\180n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_71.wav; raw_data_2\cry\laugh\laugh_1.m4a_71.wav; raw_data_2\Dataset\not_cry\180n.wav
60f37560b4d96c9566e3e2f4e777afe7,unknown_lonely,raw_data\BABY CRY\lonely\lo-12 - Copy.wav; raw_data\BABY CRY\lonely\lo-12.wav
615d6e7702d8492d93622cdf15b86cff,unknown_lonely,raw_data\BABY CRY\scared\generated1_d6cda191-4962-4308-9a36-46d5648a95ed-1431700349754-1.7-m-04-sc.wav; raw_data_2\cry\scared\generated1_d6cda191-4962-4308-9a36-46d5648a95ed-1431700349754-1.7-m-04-sc.wav
61eb10d450ee755bf9c6d18ad8676e37,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_9.wav; raw_data\Dataset\not_cry\226n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_9.wav; raw_data_2\cry\silence\silence.wav_9.wav; raw_data_2\Dataset\not_cry\226n.wav
62432789525f9dbe1399b4d2150aca2f,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_4.wav; raw_data\Dataset\not_cry\221n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_4.wav; raw_data_2\cry\silence\silence.wav_4.wav; raw_data_2\Dataset\not_cry\221n.wav
62d63efbacda74ffcffe387b2f49f303,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\5-243449-A.ogg; raw_data\Dataset\not_cry\104n.ogg; raw_data_2\Baby Crying Sounds\noise\5-243449-A.ogg; raw_data_2\cry\noise\5-243449-A.ogg; raw_data_2\Dataset\not_cry\104n.ogg
6358dc83d0d5e9f3d83e706c985f70f0,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_73.wav; raw_data\Dataset\not_cry\290n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_73.wav; raw_data_2\cry\silence\silence.wav_73.wav; raw_data_2\Dataset\not_cry\290n.wav
654ad0c347bca0ea4570b7dd7aea62be,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\2-128465-B.ogg; raw_data\Dataset\not_cry\42n.ogg; raw_data_2\Baby Crying Sounds\noise\2-128465-B.ogg; raw_data_2\cry\noise\2-128465-B.ogg; raw_data_2\Dataset\not_cry\42n.ogg
65ceb30bbec9aefbf6ef72b0d244b41e,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\silence\silence.wav_57.wav; raw_data\Dataset\not_cry\274n.wav; raw_data_2\Baby Crying Sounds\silence\silence.wav_57.wav; raw_data_2\cry\silence\silence.wav_57.wav; raw_data_2\Dataset\not_cry\274n.wav
67214087b58fbce66871ae7a6c1e39c1,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-97392-A.ogg; raw_data\Dataset\not_cry\22n.ogg; raw_data_2\Baby Crying Sounds\noise\1-97392-A.ogg; raw_data_2\cry\noise\1-97392-A.ogg; raw_data_2\Dataset\not_cry\22n.ogg
678c2e64475f1e17c6b68508af648096,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\3-62878-B.ogg; raw_data\Dataset\not_cry\52n.ogg; raw_data_2\Baby Crying Sounds\noise\3-62878-B.ogg; raw_data_2\cry\noise\3-62878-B.ogg; raw_data_2\Dataset\not_cry\52n.ogg
679110e972fc141ba868f2826173436b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\noise\1-47819-B.ogg; raw_data\Dataset\not_cry\12n.ogg; raw_data_2\Baby Crying Sounds\noise\1-47819-B.ogg; raw_data_2\cry\noise\1-47819-B.ogg; raw_data_2\Dataset\not_cry\12n.ogg
68197dc9925d02da9379eff7fb61d4a8,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_53.wav; raw_data\Dataset\not_cry\162n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_53.wav; raw_data_2\cry\laugh\laugh_1.m4a_53.wav; raw_data_2\Dataset\not_cry\162n.wav
6970b6f62cd201bb936285bf1ec1db6b,exclude_noise_silence_laugh,raw_data\Baby Crying Sounds\laugh\laugh_1.m4a_78.wav; raw_data\Dataset\not_cry\187n.wav; raw_data_2\Baby Crying Sounds\laugh\laugh_1.m4a_78.wav; raw_data_2\cry\laugh\laugh_1.m4a_78.wav; raw_data_2\Dataset\not_cry\187n.wav
