md5_hash,resolved_label_binary,source_selected_path,all_original_paths,evidence_status_summary,output_path_binary,original_duration_sec,cleaned_duration_sec,output_sample_rate
2e4b812b8fd1cbadef02b72386d72c35,Not_Hungry,raw_data\BABY CRY\belly_pain\415c.wav,raw_data\BABY CRY\belly_pain\415c.wav; raw_data\Baby Crying Sounds\belly pain\415c.wav; raw_data\Dataset\cry\415c.wav; raw_data_2\Baby Crying Sounds\belly pain\415c.wav; raw_data_2\cry\belly pain\415c.wav; raw_data_2\Dataset\cry\415c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__2e4b812b8fd1cbadef02b72386d72c35.wav,5.0,4.552,16000
2e4d84f836d369a1cf0d2830c0f21380,Hungry,raw_data\BABY CRY\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav,raw_data\BABY CRY\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data\Baby Crying Sounds\burping\484c.wav; raw_data\Baby Crying Sounds\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data\Dataset\cry\484c.wav; raw_data\donateacry_corpus\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data_2\Baby Crying Sounds\burping\484c.wav; raw_data_2\Baby Crying Sounds\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data_2\cry\burping\484c.wav; raw_data_2\cry\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav; raw_data_2\Dataset\cry\484c.wav; raw_data_2\hungry\hungry1 (285).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__2e4d84f836d369a1cf0d2830c0f21380.wav,6.78,5.888,16000
2ee892692c3c5a74f91d1a58dc4b9a04,Not_Hungry,raw_data\BABY CRY\belly_pain\405c.wav,raw_data\BABY CRY\belly_pain\405c.wav; raw_data\Baby Crying Sounds\belly pain\405c.wav; raw_data\Dataset\cry\405c.wav; raw_data_2\Baby Crying Sounds\belly pain\405c.wav; raw_data_2\cry\belly pain\405c.wav; raw_data_2\Dataset\cry\405c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__2ee892692c3c5a74f91d1a58dc4b9a04.wav,5.0,5.0,16000
2f382ef48da1875f389329395432ab8e,Hungry,raw_data\BABY CRY\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav,raw_data\BABY CRY\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data\Baby Crying Sounds\discomfort\188c.wav; raw_data\Baby Crying Sounds\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data\Dataset\cry\188c.wav; raw_data\donateacry_corpus\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\188c.wav; raw_data_2\Baby Crying Sounds\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data_2\cry\discomfort\188c.wav; raw_data_2\cry\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav; raw_data_2\Dataset\cry\188c.wav; raw_data_2\hungry\hungry1 (40).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__2f382ef48da1875f389329395432ab8e.wav,7.0,3.168,16000
301eac904e5fac77e8d3b1675700e3c3,Not_Hungry,raw_data\BABY CRY\cold_hot\999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,raw_data\BABY CRY\cold_hot\999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav; raw_data_2\cry\cold_hot\999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__301eac904e5fac77e8d3b1675700e3c3.wav,6.9,6.548,16000
30463da3a2671f6cd97dcb0b60fac575,Hungry,raw_data\BABY CRY\cold_hot\115c.wav,raw_data\BABY CRY\cold_hot\115c.wav; raw_data\BABY CRY\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data\Baby Crying Sounds\cold_hot\115c.wav; raw_data\Baby Crying Sounds\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data\Dataset\cry\115c.wav; raw_data\donateacry_corpus\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\115c.wav; raw_data_2\Baby Crying Sounds\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data_2\cry\cold_hot\115c.wav; raw_data_2\cry\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav; raw_data_2\Dataset\cry\115c.wav; raw_data_2\hungry\hungry1 (209).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__30463da3a2671f6cd97dcb0b60fac575.wav,7.0,7.0,16000
307e819790bb3af3848bfcda57f1b397,Hungry,raw_data\BABY CRY\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav,raw_data\BABY CRY\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data\Baby Crying Sounds\discomfort\228c.wav; raw_data\Baby Crying Sounds\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data\Dataset\cry\228c.wav; raw_data\donateacry_corpus\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\228c.wav; raw_data_2\Baby Crying Sounds\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data_2\cry\discomfort\228c.wav; raw_data_2\cry\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav; raw_data_2\Dataset\cry\228c.wav; raw_data_2\hungry\hungry1 (178).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__307e819790bb3af3848bfcda57f1b397.wav,6.86,5.92,16000
30f3b7bae442e0520d03f52d00430263,Hungry,raw_data\BABY CRY\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav,raw_data\BABY CRY\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data\Baby Crying Sounds\discomfort\190c.wav; raw_data\Baby Crying Sounds\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data\Dataset\cry\190c.wav; raw_data\donateacry_corpus\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\190c.wav; raw_data_2\Baby Crying Sounds\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data_2\cry\discomfort\190c.wav; raw_data_2\cry\hungry\5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav; raw_data_2\Dataset\cry\190c.wav; raw_data_2\hungry\hungry1 (42).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__30f3b7bae442e0520d03f52d00430263.wav,7.0,7.0,16000
3153639e8de9bfb9889b680cc3cb535e,Hungry,raw_data\BABY CRY\belly_pain\455c.wav,raw_data\BABY CRY\belly_pain\455c.wav; raw_data\BABY CRY\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data\Baby Crying Sounds\belly pain\455c.wav; raw_data\Baby Crying Sounds\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data\Dataset\cry\455c.wav; raw_data\donateacry_corpus\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data_2\Baby Crying Sounds\belly pain\455c.wav; raw_data_2\Baby Crying Sounds\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data_2\cry\belly pain\455c.wav; raw_data_2\cry\hungry\ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav; raw_data_2\Dataset\cry\455c.wav; raw_data_2\hungry\hungry1 (255).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__3153639e8de9bfb9889b680cc3cb535e.wav,6.86,6.796,16000
3167e0a3071802653123bd4fa434c6b7,Not_Hungry,raw_data\BABY CRY\belly_pain\444c.wav,raw_data\BABY CRY\belly_pain\444c.wav; raw_data\Baby Crying Sounds\belly pain\444c.wav; raw_data\Baby Crying Sounds\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav; raw_data\Dataset\cry\444c.wav; raw_data\donateacry_corpus\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav; raw_data_2\Baby Crying Sounds\belly pain\444c.wav; raw_data_2\Baby Crying Sounds\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav; raw_data_2\cry\belly pain\444c.wav; raw_data_2\cry\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav; raw_data_2\Dataset\cry\444c.wav; raw_data_2\discomfort\20discomfort.wav,resolved_by_filename_priority,majority_binary/Not_Hungry/Not_Hungry__3167e0a3071802653123bd4fa434c6b7.wav,6.96,6.832,16000
3174dd2e0a3200fac616204e8ade05da,Not_Hungry,raw_data\BABY CRY\discomfort\uncom_yasin_minta_gendong_13.wav,raw_data\BABY CRY\discomfort\uncom_yasin_minta_gendong_13.wav; raw_data_2\Infants Cry Sound\Dataset\Uncomfortable\uncom_yasin_minta_gendong_13.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__3174dd2e0a3200fac616204e8ade05da.wav,5.0560625,5.0560625,16000
319ae886f9dc09438d883f854f665ea1,Hungry,raw_data\BABY CRY\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav,raw_data\BABY CRY\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data\BABY CRY\tired\280c.wav; raw_data\Baby Crying Sounds\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data\Baby Crying Sounds\tired\280c.wav; raw_data\Dataset\cry\280c.wav; raw_data\donateacry_corpus\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data_2\Baby Crying Sounds\tired\280c.wav; raw_data_2\cry\hungry\88da3fbd-926b-4ee7-ae8f-85f92f2783b0-1430114329442-1.7-m-04-hu.wav; raw_data_2\cry\tired\280c.wav; raw_data_2\Dataset\cry\280c.wav; raw_data_2\hungry\hungry1 (146).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__319ae886f9dc09438d883f854f665ea1.wav,6.78,6.46,16000
31c15dc54b92be1a4e567fea678b9b4b,Not_Hungry,raw_data\BABY CRY\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,raw_data\BABY CRY\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data\Baby Crying Sounds\belly pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data\Baby Crying Sounds\tired\352c.wav; raw_data\Dataset\cry\352c.wav; raw_data\donateacry_corpus\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data_2\Baby Crying Sounds\belly pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data_2\Baby Crying Sounds\tired\352c.wav; raw_data_2\belly_pain\13belly_pain.wav; raw_data_2\cry\belly pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav; raw_data_2\cry\tired\352c.wav; raw_data_2\Dataset\cry\352c.wav,resolved_by_filename_priority,majority_binary/Not_Hungry/Not_Hungry__31c15dc54b92be1a4e567fea678b9b4b.wav,7.0,6.872,16000
32860e118e976543e702acd0ffb8fb4f,Hungry,raw_data\BABY CRY\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav,raw_data\BABY CRY\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data\Baby Crying Sounds\discomfort\243c.wav; raw_data\Baby Crying Sounds\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data\Dataset\cry\243c.wav; raw_data\donateacry_corpus\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\243c.wav; raw_data_2\Baby Crying Sounds\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data_2\cry\discomfort\243c.wav; raw_data_2\cry\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav; raw_data_2\Dataset\cry\243c.wav; raw_data_2\hungry\hungry1 (47).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__32860e118e976543e702acd0ffb8fb4f.wav,7.0,6.776,16000
3331d0609d2f779c58ef13a346450ea0,Hungry,raw_data\BABY CRY\cold_hot\113c.wav,raw_data\BABY CRY\cold_hot\113c.wav; raw_data\BABY CRY\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data\Baby Crying Sounds\cold_hot\113c.wav; raw_data\Baby Crying Sounds\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data\Dataset\cry\113c.wav; raw_data\donateacry_corpus\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\113c.wav; raw_data_2\Baby Crying Sounds\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data_2\cry\cold_hot\113c.wav; raw_data_2\cry\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav; raw_data_2\Dataset\cry\113c.wav; raw_data_2\hungry\hungry1 (231).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__3331d0609d2f779c58ef13a346450ea0.wav,6.86,5.644,16000
33327f4ad922c2fb58acf8dc2e53508c,Hungry,raw_data\BABY CRY\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav,raw_data\BABY CRY\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data\Baby Crying Sounds\discomfort\175c.wav; raw_data\Baby Crying Sounds\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data\Dataset\cry\175c.wav; raw_data\donateacry_corpus\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\175c.wav; raw_data_2\Baby Crying Sounds\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data_2\cry\discomfort\175c.wav; raw_data_2\cry\hungry\52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav; raw_data_2\Dataset\cry\175c.wav; raw_data_2\hungry\hungry1 (133).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__33327f4ad922c2fb58acf8dc2e53508c.wav,6.92,5.952,16000
33bed7b412ea26441aaf2fcb2669b146,Not_Hungry,raw_data\BABY CRY\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav,raw_data\BABY CRY\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data\Baby Crying Sounds\tired\355c.wav; raw_data\Baby Crying Sounds\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data\Dataset\cry\355c.wav; raw_data\donateacry_corpus\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data_2\Baby Crying Sounds\tired\355c.wav; raw_data_2\Baby Crying Sounds\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data_2\cry\tired\355c.wav; raw_data_2\cry\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti.wav; raw_data_2\Dataset\cry\355c.wav; raw_data_2\tired\16tired.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__33bed7b412ea26441aaf2fcb2669b146.wav,7.0,6.88,16000
33efe986457079e3e3d5a36a83edb976,Hungry,raw_data\BABY CRY\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav,raw_data\BABY CRY\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data\Baby Crying Sounds\discomfort\231c.wav; raw_data\Baby Crying Sounds\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data\Dataset\cry\231c.wav; raw_data\donateacry_corpus\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\231c.wav; raw_data_2\Baby Crying Sounds\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data_2\cry\discomfort\231c.wav; raw_data_2\cry\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav; raw_data_2\Dataset\cry\231c.wav; raw_data_2\hungry\hungry1 (181).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__33efe986457079e3e3d5a36a83edb976.wav,6.88,6.4,16000
34f59e2103a81dc04df71786fc966aa6,Hungry,raw_data\BABY CRY\cold_hot\15c.wav,raw_data\BABY CRY\cold_hot\15c.wav; raw_data\BABY CRY\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav; raw_data\Baby Crying Sounds\cold_hot\15c.wav; raw_data\Baby Crying Sounds\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav; raw_data\Dataset\cry\15c.wav; raw_data\donateacry_corpus\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav; raw_data_2\Baby Crying Sounds\cold_hot\15c.wav; raw_data_2\Baby Crying Sounds\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav; raw_data_2\cry\cold_hot\15c.wav; raw_data_2\cry\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav; raw_data_2\Dataset\cry\15c.wav; raw_data_2\hungry\hungry1 (148).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__34f59e2103a81dc04df71786fc966aa6.wav,7.0,6.712,16000
35242774d79e2c0b32ed2a99af22c31a,Hungry,raw_data\BABY CRY\hungry\42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav,raw_data\BABY CRY\hungry\42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav; raw_data\Baby Crying Sounds\discomfort\149c.wav; raw_data\Baby Crying Sounds\hungry\42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav; raw_data\Dataset\cry\149c.wav; raw_data\donateacry_corpus\hungry\42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav; raw_data_2\Baby Crying Sounds\discomfort\149c.wav; raw_data_2\Baby Crying Sounds\hungry\42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav; raw_data_2\cry\discomfort\149c.wav; raw_data_2\cry\hungry\42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav; raw_data_2\Dataset\cry\149c.wav; raw_data_2\hungry\hungry1 (126).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__35242774d79e2c0b32ed2a99af22c31a.wav,7.06,6.324,16000
352939e2b7b1b1b71e38269492bce641,Hungry,raw_data\BABY CRY\hungry\8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav,raw_data\BABY CRY\hungry\8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav; raw_data\BABY CRY\tired\288c.wav; raw_data\Baby Crying Sounds\hungry\8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav; raw_data\Baby Crying Sounds\tired\288c.wav; raw_data\Dataset\cry\288c.wav; raw_data\donateacry_corpus\hungry\8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\288c.wav; raw_data_2\cry\hungry\8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav; raw_data_2\cry\tired\288c.wav; raw_data_2\Dataset\cry\288c.wav; raw_data_2\hungry\hungry1 (69).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__352939e2b7b1b1b71e38269492bce641.wav,6.64,6.288,16000
3570f1481745e7da870cc678f4b3ba4b,Hungry,raw_data\BABY CRY\hungry\hung_yasin_lapar_22.wav,raw_data\BABY CRY\hungry\hung_yasin_lapar_22.wav; raw_data_2\Infants Cry Sound\Dataset\Hungry\hung_yasin_lapar_22.wav,no_conflict,majority_binary/Hungry/Hungry__3570f1481745e7da870cc678f4b3ba4b.wav,5.0560625,5.0560625,16000
35a7cdc74ed92d76255efae87ea31208,Not_Hungry,raw_data\BABY CRY\belly_pain\403c.wav,raw_data\BABY CRY\belly_pain\403c.wav; raw_data\Baby Crying Sounds\belly pain\403c.wav; raw_data\Dataset\cry\403c.wav; raw_data_2\Baby Crying Sounds\belly pain\403c.wav; raw_data_2\cry\belly pain\403c.wav; raw_data_2\Dataset\cry\403c.wav,no_conflict,majority_binary/Not_Hungry/Not_Hungry__35a7cdc74ed92d76255efae87ea31208.wav,5.0,4.96,16000
35c2c9910d523c37de59c1cfb9cd673c,Not_Hungry,raw_data\BABY CRY\cold_hot\48c.wav,raw_data\BABY CRY\cold_hot\48c.wav; raw_data\BABY CRY\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1431172241-1.0-f-48-ti.wav; raw_data\Baby Crying Sounds\cold_hot\48c.wav; raw_data\Baby Crying Sounds\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1431172241-1.0-f-48-ti.wav; raw_data\Dataset\cry\48c.wav; raw_data\donateacry_corpus\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1431172241-1.0-f-48-ti.wav; raw_data_2\Baby Crying Sounds\cold_hot\48c.wav; raw_data_2\Baby Crying Sounds\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1431172241-1.0-f-48-ti.wav; raw_data_2\cry\cold_hot\48c.wav; raw_data_2\cry\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1431172241-1.0-f-48-ti.wav; raw_data_2\Dataset\cry\48c.wav; raw_data_2\tired\10tired.wav,resolved_by_filename_priority,majority_binary/Not_Hungry/Not_Hungry__35c2c9910d523c37de59c1cfb9cd673c.wav,7.0,3.072,16000
360ca9cbbeb6cc46d8b04d2057642600,Not_Hungry,raw_data\BABY CRY\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav,raw_data\BABY CRY\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav; raw_data\Baby Crying Sounds\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav; raw_data\Baby Crying Sounds\tired\311c.wav; raw_data\Dataset\cry\311c.wav; raw_data\donateacry_corpus\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav; raw_data_2\Baby Crying Sounds\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav; raw_data_2\Baby Crying Sounds\tired\311c.wav; raw_data_2\cry\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav; raw_data_2\cry\tired\311c.wav; raw_data_2\Dataset\cry\311c.wav; raw_data_2\discomfort\9discomfort.wav,resolved_by_filename_priority,majority_binary/Not_Hungry/Not_Hungry__360ca9cbbeb6cc46d8b04d2057642600.wav,6.9,6.548,16000
36b130f840482144bf69ebb925e323a8,Not_Hungry,raw_data\BABY CRY\cold_hot\65c.ogg,raw_data\BABY CRY\cold_hot\65c.ogg; raw_data\Baby Crying Sounds\cold_hot\65c.ogg; raw_data\Dataset\cry\65c.ogg; raw_data_2\Baby Crying Sounds\cold_hot\65c.ogg; raw_data_2\cry\cold_hot\65c.ogg; raw_data_2\Dataset\cry\65c.ogg,no_conflict,majority_binary/Not_Hungry/Not_Hungry__36b130f840482144bf69ebb925e323a8.wav,5.001,4.192,16000
3716d2b879182ca3a6de427fcb046d02,Hungry,raw_data\BABY CRY\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav,raw_data\BABY CRY\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav; raw_data\Baby Crying Sounds\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav; raw_data\Baby Crying Sounds\tired\319c.wav; raw_data\Dataset\cry\319c.wav; raw_data\donateacry_corpus\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav; raw_data_2\Baby Crying Sounds\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav; raw_data_2\Baby Crying Sounds\tired\319c.wav; raw_data_2\cry\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav; raw_data_2\cry\tired\319c.wav; raw_data_2\Dataset\cry\319c.wav; raw_data_2\hungry\hungry1 (196).wav,resolved_by_filename_priority,majority_binary/Hungry/Hungry__3716d2b879182ca3a6de427fcb046d02.wav,6.9,6.516,16000
